"ticker","nombre_empresa","sector","industria","fecha_consulta","market_cap","enterprise_value"
"NRIX","Nurix Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"975053324.0",NULL
"NRK","Nuveen New York AMT-Free Quality Municipal Income Fund","Financial Services","Asset Management - Income",NULL,"850544175.0",NULL
"NRO","Neuberger Berman Real Estate Securities Income Fund Inc.","Financial Services","Asset Management - Income",NULL,"152543694.0",NULL
"NRP","Natural Resource Partners L.P.","Energy","Coal",NULL,"1280439226.0",NULL
"NRSN","NeuroSense Therapeutics Ltd.","Healthcare","Biotechnology",NULL,"51095863.0",NULL
"NRSNW","NeuroSense Therapeutics Ltd.","Healthcare","Biotechnology",NULL,"9595467.0",NULL
"NRT","North European Oil Royalty Trust","Energy","Oil & Gas Exploration & Production",NULL,"47791068.0",NULL
"NRXP","NRx Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"63105580.0",NULL
"NRXPW","NRx Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"1870691.0",NULL
"NRXS","NeurAxis, Inc.","Healthcare","Biotechnology",NULL,"23150416.0",NULL
"NRZ","New Residential Investment Corp.","Real Estate","REIT - Mortgage",NULL,"5158919526.0",NULL
"NS","NuStar Energy L.P.","Energy","Oil & Gas Midstream",NULL,"2778708600.0",NULL
"NS-PA","NuStar Energy L.P.","Energy","Oil & Gas Midstream",NULL,"2778708597.0",NULL
"NS-PB","NuStar Energy L.P.","Energy","Oil & Gas Midstream",NULL,"2778708597.0",NULL
"NS-PC","NuStar Energy L.P. 9.00% CUM PFD C","Energy","Oil & Gas Midstream",NULL,"2324844540.0",NULL
"NSA","National Storage Affiliates Trust","Real Estate","REIT - Industrial",NULL,"2650350780.0",NULL
"NSA-PA","National Storage Affiliates Trust","Real Estate","REIT - Industrial",NULL,"4405702302.0",NULL
"NSC","Norfolk Southern Corporation","Industrials","Railroads",NULL,"55905355140.0",NULL
"NSFBX","Natixis Sustainable Future 2015 Fund","Financial Services","Asset Management",NULL,"3492430.0",NULL
"NSFLX","Natixis Sustainable Future 2055 Fund","Financial Services","Asset Management",NULL,"22244763.0",NULL
"NSIT","Insight Enterprises, Inc.","Technology","Technology Distributors",NULL,"4107882212.0",NULL
"NSL","Nuveen Senior Income Fund","Financial Services","Asset Management - Income",NULL,"177612895.0",NULL
"NSP","Insperity, Inc.","Industrials","Staffing & Employment Services",NULL,"2399441905.0",NULL
"NSPR","InspireMD, Inc.","Healthcare","Medical - Devices",NULL,"74750132.0",NULL
"NSR","Nomad Royalty Company Ltd.","Basic Materials","Other Precious Metals",NULL,"477006432.0",NULL
"NSS","NuStar Logistics, L.P. SB NT FX/FL 43","Energy","Oil & Gas Midstream",NULL,"1981422333.0",NULL
"NSSC","Napco Security Technologies, Inc.","Industrials","Security & Protection Services",NULL,"1020486168.0",NULL
"NSTB","Northern Star Investment Corp. II","Financial Services","Shell Companies",NULL,"1133.0",NULL
"NSTB-UN","Northern Star Investment Corp. II","Financial Services","Shell Companies",NULL,"112749682.0",NULL
"NSTB-WT","Northern Star Investment Corp.","","",NULL,"10783.0",NULL
"NSTC","Northern Star Investment Corp. III","Financial Services","Shell Companies",NULL,"7368.0",NULL
"NSTC-UN","Northern Star Investment Corp. III","Financial Services","Shell Companies",NULL,"131554220.0",NULL
"NSTD","Northern Star Investment Corp. IV","Financial Services","Shell Companies",NULL,"3690.0",NULL
"NSTD-UN","Northern Star Investment Corp. IV","Financial Services","Shell Companies",NULL,"138341345.0",NULL
"NSTG","NanoString Technologies, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"5066857.0",NULL
"NSTS","NSTS Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"65073042.0",NULL
"NSYS","Nortech Systems Incorporated","Technology","Hardware, Equipment & Parts",NULL,"25401108.0",NULL
"NTAP","NetApp, Inc.","Technology","Computer Hardware","2025-05-30","20464343320.0",NULL
"NTB","The Bank of N.T. Butterfield & Son Limited","Financial Services","Banks - Diversified",NULL,"1794894339.0",NULL
"NTBL","Notable Labs, Ltd.","Healthcare","Biotechnology",NULL,"2394590.0",NULL
"NTCL","NetClass Technology Inc","Technology","Software - Application",NULL,"62405000.0",NULL
"NTCO","Natura &Co Holding S.A.","Consumer Defensive","Household & Personal Products","2025-05-31","4553326442.0",NULL
"NTCT","NetScout Systems, Inc.","Technology","Software - Infrastructure",NULL,"1628434221.0",NULL
"NTES","NetEase, Inc","Technology","Electronic Gaming & Multimedia","2025-05-29","84667202696.0",NULL
"NTG","Tortoise Midstream Energy Fund, Inc.","Financial Services","Asset Management",NULL,"271752342.0",NULL
"NTGR","NETGEAR, Inc.","Technology","Communication Equipment",NULL,"838178432.0",NULL
"NTHI","Neonc Technologies Holdings, Inc.","Healthcare","Biotechnology",NULL,"131665283.0",NULL
"NTIC","Northern Technologies International Corporation","Basic Materials","Chemicals - Specialty",NULL,"68310136.0",NULL
"NTIP","Network-1 Technologies, Inc.","Industrials","Specialty Business Services",NULL,"27872852.0",NULL
"NTLA","Intellia Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"877348010.0",NULL
"NTNX","Nutanix, Inc.","Technology","Software - Infrastructure","2025-05-30","20450308703.0",NULL
"NTR","Nutrien Ltd.","Basic Materials","Agricultural Inputs",NULL,"29390591230.0",NULL
"NTRA","Natera, Inc.","Healthcare","Medical - Diagnostics & Research",NULL,"22560295340.0",NULL
"NTRB","Nutriband Inc.","Healthcare","Biotechnology",NULL,"85664256.0",NULL
"NTRBW","Nutriband Inc.","Healthcare","Biotechnology",NULL,"24873866.0",NULL
"NTRP","NextTrip, Inc.","Consumer Cyclical","Travel Services","2025-06-01","15689724.0",NULL
"NTRS","Northern Trust Corporation","Financial Services","Asset Management",NULL,"21381781490.0",NULL
"NTRSO","Northern Trust Corporation","Financial Services","Asset Management",NULL,"3785728940.0",NULL
"NTST","NETSTREIT Corp.","Real Estate","REIT - Retail",NULL,"1305663478.0",NULL
"NTWK","NetSol Technologies, Inc.","Technology","Software - Application",NULL,"33137885.0",NULL
"NTWO","Newbury Street II Acquisition Corp","Financial Services","Shell Companies",NULL,"184303360.0",NULL
"NTWOU","Newbury Street II Acquisition Corp","Financial Services","Financial - Conglomerates",NULL,"249725063.0",NULL
"NTWOW","Newbury Street II Acquisition Corp","Financial Services","Shell Companies",NULL,"4565227.0",NULL
"NTZ","Natuzzi S.p.A.","Consumer Cyclical","Furnishings, Fixtures & Appliances","2025-06-01","9428498.0",NULL
"NU","Nu Holdings Ltd.","Financial Services","Banks - Diversified","2025-06-01","57872091119.0",NULL
"NUBI","Nubia Brand International Corp.","Financial Services","Shell Companies",NULL,"32301709.0",NULL
"NUBIU","Nubia Brand International Corp.","Financial Services","Shell Companies",NULL,"32301709.0",NULL
"NUBIW","Nubia Brand International Corp.","Financial Services","Shell Companies",NULL,"32301709.0",NULL
"NUE","Nucor Corporation","Basic Materials","Steel",NULL,"27401562500.0",NULL
"NUKK","Nukkleus Inc.","Technology","Software - Application",NULL,"81752810.0",NULL
"NUKKW","Nukkleus Inc.","Technology","Software - Application",NULL,"1563366790.0",NULL
"NURO","NeuroMetrix, Inc.","Healthcare","Medical - Devices",NULL,"9433380.0",NULL
"NUS","Nu Skin Enterprises, Inc.","Consumer Defensive","Household & Personal Products","2025-05-31","426434190.0",NULL
"NUTX","Nutex Health, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"650893410.0",NULL
"NUV","Nuveen Municipal Value Fund, Inc.","Financial Services","Asset Management",NULL,"1772408680.0",NULL
"NUVA","NuVasive, Inc.","Healthcare","Medical - Devices",NULL,"2084855700.0",NULL
"NUVB","Nuvation Bio Inc.","Healthcare","Biotechnology",NULL,"841372240.0",NULL
"NUVB-WT","Nuvation Bio Inc.","Healthcare","Biotechnology",NULL,"1000817959.0",NULL
"NUVL","Nuvalent, Inc.","Healthcare","Biotechnology",NULL,"5705923672.0",NULL
"NUVO","Holdco Nuvo Group D.G Ltd. Ordinary Shares","","",NULL,"5654455.0",NULL
"NUVOW","Holdco Nuvo Group D.G Ltd. Warrants","","",NULL,"82965.0",NULL
"NUW","Nuveen AMT-Free Municipal Value Fund","Financial Services","Asset Management",NULL,"243778654.0",NULL
"NUWE","Nuwellis, Inc.","Healthcare","Medical - Devices",NULL,"1024388.0",NULL
"NUZE","NuZee, Inc.","Consumer Defensive","Packaged Foods","2025-05-31","6916914.0",NULL
"NVA","Nova Minerals Limited","Basic Materials",NULL,NULL,"74144808.0",NULL
"NVACR","NorthView Acquisition Corporation","Financial Services","Shell Companies",NULL,"864213.0",NULL
"NVACW","NorthView Acquisition Corporation","Financial Services","Shell Companies",NULL,"1051640.0",NULL
"NVAWW","Nova Minerals Limited","Basic Materials","Gold",NULL,"2097277744.0",NULL
"NVAX","Novavax, Inc.","Healthcare","Biotechnology",NULL,"1166184000.0",NULL
"NVCN","Neovasc Inc.","Healthcare","Medical - Devices",NULL,"82859377.0",NULL
"NVCR","NovoCure Limited","Healthcare","Medical - Instruments & Supplies",NULL,"2049112680.0",NULL
"NVCT","Nuvectis Pharma, Inc.","Healthcare","Biotechnology",NULL,"188459433.0",NULL
"NVDA","Nvidia Corporation","Technology","Semiconductors","2025-05-29","3765164000000.0",NULL
"NVEC","NVE Corporation","Technology","Semiconductors",NULL,"336957262.0",NULL
"NVEE","NV5 Global, Inc.","Industrials","Engineering & Construction",NULL,"1461297768.0",NULL
"NVEI","Nuvei Corporation","Technology","Software - Infrastructure",NULL,"4839360512.0",NULL
"NVEI.TO","Nuvei Corporation","Technology","Software - Infrastructure","2025-05-30","6805230046.0",NULL
"NVFY","Nova LifeStyle, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","2025-06-01","14257152.0",NULL
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","Financial Services","Asset Management - Income",NULL,"2523830040.0",NULL
"NVGS","Navigator Holdings Ltd.","Energy","Oil & Gas Midstream",NULL,"975895944.0",NULL
"NVIV","InVivo Therapeutics Holdings Corporation","Healthcare","Biotechnology",NULL,"995918.0",NULL
"NVMI","Nova Ltd.","Technology","Semiconductors","2025-05-30","6259108724.0",NULL
"NVNI","Nvni Group Limited Ordinary Shares","Technology","Software - Application",NULL,"11751499.0",NULL
"NVNIW","Nvni Group Limited Warrants","Technology","Software - Application",NULL,"11207037.0",NULL
"NVNO","enVVeno Medical Corporation","Healthcare","Medical - Devices",NULL,"75579729.0",NULL
"NVNOW","enVVeno Medical Corporation","Healthcare","Medical - Devices",NULL,"64532112.0",NULL
"NVO","Novo Nordisk A/S","Healthcare","Drug Manufacturers - General",NULL,"324300210111.0",NULL
"NVR","NVR, Inc.","Consumer Cyclical","Residential Construction","2025-05-31","20805769612.0",NULL
"NVRI","Enviri Corporation","Industrials","Waste Management",NULL,"660882833.0",NULL
"NVRO","Nevro Corp.","Healthcare","Medical - Devices",NULL,"224092480.0",NULL
"NVS","Novartis AG","Healthcare","Drug Manufacturers - General",NULL,"233100123806.0",NULL
"NVSA","New Vista Acquisition Corp","Financial Services","Shell Companies",NULL,"350864990.0",NULL
"NVST","Envista Holdings Corp","Healthcare","Medical - Equipment & Services",NULL,"3174491510.0",NULL
"NVT","nVent Electric plc","Industrials","Electrical Equipment & Parts",NULL,"10902195920.0",NULL
"NVTA","Invitae Corporation","Healthcare","Medical - Diagnostics & Research",NULL,"5443367.0",NULL
"NVTS","Navitas Semiconductor Corporation","Technology","Semiconductors",NULL,"1058780160.0",NULL
"NVVE","Nuvve Holding Corp.","Consumer Cyclical","Specialty Retail","2025-06-01","4509767.0",NULL
"NVVEW","Nuvve Holding Corp.","Consumer Cyclical","Specialty Retail",NULL,"4032876.0",NULL
"NVX","Novonix Limited","Industrials","Electrical Equipment & Parts",NULL,"171728640.0",NULL
"NWBI","Northwest Bancshares, Inc.","Financial Services","Banks - Regional",NULL,"1604565120.0",NULL
"NWC.TO","The North West Company Inc.","Consumer Defensive","Grocery Stores","2025-05-31","2741110638.0",NULL
"NWE","Northwestern Energy Group Inc","Utilities","Diversified Utilities",NULL,"3226111776.0",NULL
"NWFL","Norwood Financial Corp.","Financial Services","Banks - Regional",NULL,"244477728.0",NULL
"NWG","NatWest Group plc","Financial Services","Banks - Diversified","2025-06-01","28842742886.0",NULL
"NWGL","Nature Wood Group Limited American Depositary Shares","Basic Materials","Paper, Lumber & Forest Products",NULL,"26816127.0",NULL
"NWHM","The New Home Company Inc.","Consumer Cyclical","Residential Construction","2025-06-01","0.0",NULL
"NWL","Newell Brands Inc.","Consumer Defensive","Household & Personal Products","2025-05-31","2213810000.0",NULL
"NWLI","National Western Life Group, Inc.","Financial Services","Insurance - Life",NULL,"1817937280.0",NULL
"NWN","Northwest Natural Holding Company","Utilities","Regulated Gas",NULL,"1604733138.0",NULL
"NWPX","Northwest Pipe Company","Industrials","Manufacturing - Metal Fabrication",NULL,"393641090.0",NULL
"NWS","News Corporation","Communication Services","Entertainment",NULL,"16671274586.0",NULL
"NWSA","News Corporation","Communication Services","Entertainment",NULL,"16633644240.0",NULL
"NWTG","Newton Golf Company","Consumer Cyclical","Leisure","2025-06-01","7316147.0",NULL
"NWTN","NWTN Inc.","Consumer Cyclical","Auto - Dealerships","2025-05-31","447065527.0",NULL
"NWTNW","NWTN Inc.","Consumer Cyclical","Auto - Dealerships",NULL,"754063745.0",NULL
"NX","Quanex Building Products Corporation","Industrials","Construction",NULL,"809527342.0",NULL
"NXC","Nuveen California Select Tax-Free Income Portfolio","Financial Services","Asset Management - Income",NULL,"81755298.0",NULL
"NXDT","NexPoint Diversified Real Estate Trust","Financial Services","Asset Management",NULL,"181445277.0",NULL
"NXDT-PA","NexPoint Diversified Real Estate Trust","Financial Services","Asset Management",NULL,"175390220.0",NULL
"NXE","NexGen Energy Ltd.","Energy","Uranium",NULL,"3588914700.0",NULL
"NXG","NXG NextGen Infrastructure Income Fund","Financial Services","Asset Management - Income",NULL,"179769621.0",NULL
"NXGL","NEXGEL, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"17299254.0",NULL
"NXGLW","NEXGEL, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"21892818.0",NULL
"NXGN","NextGen Healthcare, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"1606299786.0",NULL
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","Financial Services","Asset Management - Income",NULL,"467168757.0",NULL
"NXL","Nexalin Technology, Inc.","Healthcare","Medical - Devices",NULL,"21558301.0",NULL
"NXLIW","Nexalin Technology, Inc.","Healthcare","Medical - Devices",NULL,"21815969.0",NULL
"NXN","Nuveen New York Select Tax-Free Income Portfolio","Financial Services","Asset Management - Income",NULL,"44704497.0",NULL
"NXP","Nuveen Select Tax-Free Income Portfolio","Financial Services","Asset Management - Income",NULL,"658694085.0",NULL
"NXPI","NXP Semiconductors N.V.","Technology","Semiconductors","2025-05-30","48284980770.0",NULL
"NXPL","NextPlat Corp","Technology","Software - Application",NULL,"16097060.0",NULL
"NXPLW","NextPlat Corp","Technology","Software - Application",NULL,"16404862.0",NULL
"NXRT","NexPoint Residential Trust, Inc.","Real Estate","REIT - Residential",NULL,"856898483.0",NULL
"NXST","Nexstar Media Group, Inc.","Communication Services","Entertainment",NULL,"5053483246.0",NULL
"NXT","Nextracker Inc.","Energy","Solar",NULL,"8433579934.0",NULL
"NXTC","NextCure, Inc.","Healthcare","Biotechnology",NULL,"15438830.0",NULL
"NXTD","Nxt-ID, Inc.","Industrials","Security & Protection Services",NULL,"57751848.0",NULL
"NXTT","Next Technology Holding Inc.","Technology","Software - Application",NULL,"833266150.0",NULL
"NXU","Nxu, Inc.","Industrials","Electrical Equipment & Parts",NULL,"5386423.0",NULL
"NXXT","NextNRG Inc.","Utilities","Renewable Utilities",NULL,"353119808.0",NULL
"NYAX","Nayax Ltd.","Technology","Information Technology Services",NULL,"1666002774.0",NULL
"NYC","New York City REIT, Inc.","Real Estate","REIT - Office",NULL,"23525232.0",NULL
"NYCB","New York Community Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"4380971731.0",NULL
"NYCB-PA","New York Community Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"3638199040.0",NULL
"NYCB-PU","New York Community Capital Trust V BONUSES UNIT","Financial Services","Asset Management",NULL,"4380971693.0",NULL
"NYMT","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"579714444.0",NULL
"NYMTG","New York Mortgage Trust, Inc.","Financial Services","REIT - Diversified",NULL,"2228559576.0",NULL
"NYMTI","New York Mortgage Trust, Inc.","Financial Services","REIT - Industrial",NULL,"2259260964.0",NULL
"NYMTL","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"1976302524.0",NULL
"NYMTM","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"2230365540.0",NULL
"NYMTN","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"615074766.0",NULL
"NYMTO","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"1308625657.0",NULL
"NYMTZ","New York Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"1689479322.0",NULL
"NYMX","Nymox Pharmaceutical Corporation","Healthcare","Biotechnology",NULL,"18243894.0",NULL
"NYT","The New York Times Company","Communication Services","Publishing",NULL,"9164953120.0",NULL
"NYXH","Nyxoah S.A.","Healthcare","Medical - Instruments & Supplies",NULL,"291948540.0",NULL
"NZF","Nuveen Municipal Credit Income Fund","Financial Services","Asset Management - Income",NULL,"2291814070.0",NULL
"O","Realty Income Corporation","Real Estate","REIT - Retail",NULL,"51096266400.0",NULL
"OABI","OmniAb, Inc.","Healthcare","Biotechnology",NULL,"186359373.0",NULL
"OABIW","OmniAb, Inc.","Healthcare","Biotechnology",NULL,"183503002.0",NULL
"OACC","Oaktree Acquisition Corp. III Life Sciences","Financial Services","Shell Companies",NULL,"259102375.0",NULL
"OACCU","Oaktree Acquisition Corp. III Life Sciences Unit","Financial Services","Asset Management",NULL,"266750965.0",NULL
"OAK-PA","Oaktree Capital Group, LLC 6.625% PFD UT A","Financial Services","Asset Management",NULL,"2513079988.0",NULL
"OAK-PB","Oaktree Capital Group, LLC","Financial Services","Asset Management",NULL,"2500860799.0",NULL
"OAKU","Oak Woods Acquisition Corporation","Financial Services","Shell Companies",NULL,"63868492.0",NULL
"OAKUU","Oak Woods Acquisition Corporation","Financial Services","Shell Companies",NULL,"53835570.0",NULL
"OAS","Oasis Petroleum Inc.","Energy","Oil & Gas Exploration & Production",NULL,"4549787380.0",NULL
"OB","Outbrain Inc.","Communication Services","Internet Content & Information",NULL,"237636252.0",NULL
"OBDC","Blue Owl Capital Corporation","Financial Services","Financial - Credit Services",NULL,"7445969360.0",NULL
"OBDE","Blue Owl Capital Corporation III","Financial Services","Asset Management",NULL,"1744268022.0",NULL
"OBE","Obsidian Energy Ltd.","Energy","Oil & Gas Exploration & Production",NULL,"374568762.0",NULL
"OBEGX","Oberweis Global Opportunities Fund Investor Class","Financial Services","Asset Management - Global",NULL,"57775467.0",NULL
"OBIO","Orchestra BioMed Holdings, Inc.","Healthcare","Biotechnology",NULL,"127963750.0",NULL
"OBK","Origin Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"1078440678.0",NULL
"OBLG","Oblong, Inc.","Technology","Software - Application",NULL,"4875890.0",NULL
"OBLN","Obalon Therapeutics, Inc.","Healthcare","Medical - Devices",NULL,"5472310.0",NULL
"OBNK","Origin Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"880644410.0",NULL
"OBSV","ObsEva SA","Healthcare","Biotechnology",NULL,"10996640.0",NULL
"OBT","Orange County Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"321446026.0",NULL
"OC","Owens Corning","Industrials","Construction",NULL,"11550129500.0",NULL
"OCAXW","OCA Acquisition Corp.","Financial Services","Shell Companies",NULL,"78136904.0",NULL
"OCC","Optical Cable Corporation","Technology","Communication Equipment",NULL,"23775882.0",NULL
"OCCI","OFS Credit Company, Inc.","Financial Services","Asset Management",NULL,"147062223.0",NULL
"OCCIN","OFS Credit Company, Inc.","Financial Services","Asset Management",NULL,"565263090.0",NULL
"OCCIO","OFS Credit Company, Inc.","Financial Services","Asset Management",NULL,"581036510.0",NULL
"OCEA","Ocean Biomedical, Inc.","Healthcare","Biotechnology",NULL,"1905393.0",NULL
"OCEAW","Ocean Biomedical, Inc.","Healthcare","Biotechnology",NULL,"5166395.0",NULL
"OCFC","OceanFirst Financial Corp.","Financial Services","Banks - Regional",NULL,"1021711250.0",NULL
"OCFCP","OceanFirst Financial Corp.","Financial Services","Banks - Regional",NULL,"1456371074.0",NULL
"OCFT","OneConnect Financial Technology Co., Ltd.","Technology","Software - Application","2025-05-30","261234816.0",NULL
"OCG","Oriental Culture Holding LTD","Consumer Cyclical","Specialty Retail","2025-06-01","110097009.0",NULL
"OCGN","Ocugen, Inc.","Healthcare","Biotechnology",NULL,"329995030.0",NULL
"OCN","Ocwen Financial Corporation","Financial Services","Financial - Mortgages",NULL,"195865270.0",NULL
"OCS","Oculis Holding AG","Healthcare","Biotechnology",NULL,"1079221488.0",NULL
"OCSI","Oaktree Strategic Income Corporation","Financial Services","Asset Management - Income",NULL,"250762477.0",NULL
"OCSL","Oaktree Specialty Lending Corporation","Financial Services","Financial - Credit Services",NULL,"1276358895.0",NULL
"OCTO","Eightco Holdings Inc.","Consumer Cyclical","Packaging & Containers","2025-06-01","3972173.0",NULL
"OCUL","Ocular Therapeutix, Inc.","Healthcare","Biotechnology",NULL,"1419363000.0",NULL
"OCUP","Ocuphire Pharma, Inc.","Healthcare","Biotechnology",NULL,"31737184.0",NULL
"OCX","OncoCyte Corporation","Healthcare","Biotechnology",NULL,"78791072.0",NULL
"ODC","Oil-Dri Corporation of America","Basic Materials","Chemicals - Specialty",NULL,"688165521.0",NULL
"ODD","Oddity Tech Ltd.","Technology","Software - Infrastructure",NULL,"4271980521.0",NULL
"ODFL","Old Dominion Freight Line, Inc.","Industrials","Trucking",NULL,"34452314750.0",NULL
"ODP","The ODP Corporation","Consumer Cyclical","Specialty Retail","2025-05-31","494855480.0",NULL
"ODV","Osisko Development Corp.","Basic Materials","Gold",NULL,"271941460.0",NULL
"ODVWZ","Osisko Development Corp. Warrant expiring 5/27/2027","Basic Materials","Gold",NULL,"18302813.0",NULL
"ODYS","Odysight.ai Inc.","Technology","Hardware, Equipment & Parts",NULL,"81582500.0",NULL
"OEC","Orion Engineered Carbons S.A.","Basic Materials","Chemicals - Specialty",NULL,"631346034.0",NULL
"OEG","Orbital Energy Group, Inc.","Industrials","Engineering & Construction",NULL,"107654940.0",NULL
"OESX","Orion Energy Systems, Inc.","Industrials","Electrical Equipment & Parts",NULL,"22321753.0",NULL
"OFG","OFG Bancorp","Financial Services","Banks - Regional",NULL,"1878265842.0",NULL
"OFIX","Orthofix Medical Inc.","Healthcare","Medical - Devices",NULL,"453321856.0",NULL
"OFLX","Omega Flex, Inc.","Industrials","Industrial - Machinery",NULL,"324531745.0",NULL
"OFS","OFS Capital Corporation","Financial Services","Asset Management",NULL,"119779014.0",NULL
"OFSSH","OFS Capital Corporation 4.95% Notes due 2028","Financial Services","Asset Management",NULL,"113213750.0",NULL
"OGCP","Empire State Realty OP, L.P.","Real Estate","REIT - Office",NULL,"2002137078.0",NULL
"OGE","OGE Energy Corp.","Utilities","Regulated Electric",NULL,"8838387000.0",NULL
"OGI","Organigram Global Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"191454119.0",NULL
"OGN","Organon & Co.","Healthcare","Drug Manufacturers - General",NULL,"2485179360.0",NULL
"OGS","ONE Gas, Inc.","Utilities","Regulated Gas",NULL,"4399505346.0",NULL
"OHAA","OPY Acquisition Corp. I","Financial Services","Shell Companies",NULL,"55453602.0",NULL
"OHAAU","OPY Acquisition Corp. I","Financial Services","Shell Companies",NULL,"55453597.0",NULL
"OHAAW","OPY Acquisition Corp. I","Financial Services","Shell Companies",NULL,"55453602.0",NULL
"OHI","Omega Healthcare Investors, Inc.","Real Estate","REIT - Healthcare Facilities",NULL,"10724978700.0",NULL
"OI","O-I Glass, Inc.","Consumer Cyclical","Packaging & Containers","2025-05-31","2027894130.0",NULL
"OIA","Invesco Municipal Income Opportunities Trust","Financial Services","Asset Management - Income",NULL,"269728998.0",NULL
"OIG","Orbital Infrastructure Group, Inc.","Industrials","Engineering & Construction",NULL,"1784026.0",NULL
"OII","Oceaneering International, Inc.","Energy","Oil & Gas Equipment & Services",NULL,"2019947600.0",NULL
"OIIEX","Optimum International Fund Institutional Class","Financial Services","Asset Management",NULL,"962124866.0",NULL
"OIIM","O2Micro International Limited","Technology","Semiconductors",NULL,"143016300.0",NULL
"OIS","Oil States International, Inc.","Energy","Oil & Gas Equipment & Services",NULL,"277172224.0",NULL
"OIZ.IR","Origin Enterprises plc","Consumer Defensive","Agricultural Farm Products","2025-05-31","376181510.0",NULL
"OKE","ONEOK, Inc.","Energy","Oil & Gas Midstream",NULL,"50713953270.0",NULL
"OKLO","Oklo Inc.","Utilities","Regulated Electric",NULL,"6564907800.0",NULL
"OKTA","Okta, Inc.","Technology","Software - Infrastructure","2025-05-30","17246000370.0",NULL
"OKUR","OnKure Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"40396093.0",NULL
"OKYO","OKYO Pharma Limited","Healthcare","Biotechnology",NULL,"70144670.0",NULL
"OLB","The OLB Group, Inc.","Technology","Software - Application",NULL,"5671756.0",NULL
"OLED","Universal Display Corporation","Technology","Semiconductors","2025-05-30","6812866435.0",NULL
"OLG.PA","Olympique Lyonnais Groupe SA","Consumer Cyclical","Leisure","2025-05-31","361741120.0",NULL
"OLIT","OmniLit Acquisition Corp.","Financial Services","Shell Companies",NULL,"51819228.0",NULL
"OLITU","OmniLit Acquisition Corp.","Financial Services","Shell Companies",NULL,"55818708.0",NULL
"OLITW","OmniLit Acquisition Corp.","Financial Services","Shell Companies",NULL,"427844.0",NULL
"OLK","Olink Holding AB (publ)","Healthcare","Medical - Diagnostics & Research",NULL,"3242865440.0",NULL
"OLLI","Ollie's Bargain Outlet Holdings, Inc.","Consumer Defensive","Discount Stores","2025-05-31","6843353205.0",NULL
"OLMA","Olema Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"288053673.0",NULL
"OLN","Olin Corporation","Basic Materials","Chemicals - Specialty",NULL,"2306174080.0",NULL
"OLO","Olo Inc.","Technology","Software - Application",NULL,"1416166730.0",NULL
"OLP","One Liberty Properties, Inc.","Real Estate","REIT - Diversified",NULL,"532947324.0",NULL
"OLPX","Olaplex Holdings, Inc.","Consumer Cyclical","Specialty Retail","2025-05-31","879018228.0",NULL
"OM","Outset Medical, Inc.","Healthcare","Medical - Devices",NULL,"365965495.0",NULL
"OMAB","Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.","Industrials","Airlines, Airports & Air Services",NULL,"4778393676.0",NULL
"OMC","Omnicom Group Inc.","Communication Services","Advertising Agencies",NULL,"13846397958.0",NULL
"OMCC","Old Market Capital Corporation","Financial Services","Financial - Credit Services",NULL,"34237000.0",NULL
"OMCL","Omnicell, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"1463394064.0",NULL
"OMER","Omeros Corporation","Healthcare","Biotechnology",NULL,"227338900.0",NULL
"OMEX","Odyssey Marine Exploration, Inc.","Industrials","Specialty Business Services",NULL,"24407221.0",NULL
"OMF","OneMain Holdings, Inc.","Financial Services","Financial - Credit Services",NULL,"6346996150.0",NULL
"OMGA","Omega Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"7895220.0",NULL
"OMH","Ohmyhome Limited","Real Estate","Real Estate - Services",NULL,"12740239.0",NULL
